City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,makoua,0.0069,15.6333,22.78,92,69,1.23,CG,1683342098
299,ndele,8.4109,20.6473,24.9,48,48,2.04,CF,1683342098
300,nemuro,43.3236,145.575,2.99,95,100,7.73,JP,1683342049
301,pacific grove,36.6177,-121.9166,13.7,82,100,2.24,US,1683342099
302,mahibadhoo,3.7833,72.9667,28.8,74,100,7.65,MV,1683342099
303,khandyga,62.6667,135.6,4.04,73,97,2.25,RU,1683342050
304,abepura,-2.6333,140.5833,31.45,62,20,1.03,ID,1683342099
305,biloela,-24.4167,150.5,26.75,34,0,1.03,AU,1683342100
306,taybad,34.74,60.7756,11.61,60,0,1.54,IR,1683342100
307,north bay,46.3168,-79.4663,8.01,76,0,1.03,CA,1683341866
308,grand baie,-20.0182,57.5802,25.26,84,10,0.89,MU,1683342100
309,iskateley,67.6803,53.1512,-4.98,90,96,3.44,RU,1683342100
310,bubaque,11.2833,-15.8333,26.28,87,71,6.65,GW,1683342101
311,salina cruz,16.1667,-95.2,29.51,76,94,2.6,MX,1683342101
312,saint augustine beach,29.8505,-81.2654,23.34,68,76,4.63,US,1683342101
313,bukittinggi,-0.3091,100.3706,20.21,98,100,1.12,ID,1683342101
314,sheridan,44.8333,-106.9173,11.84,85,75,10.29,US,1683342102
315,mar del plata,-38.0023,-57.5575,11.64,87,75,1.03,AR,1683342102
316,krasnokamensk,50.0979,118.0369,12.54,15,98,1.98,RU,1683342102
317,kidal,18.4411,1.4078,30.78,19,0,2.71,ML,1683342102
318,boali,4.8005,18.1275,22.13,84,81,1.24,CF,1683342103
319,prince george,53.9166,-122.753,21.69,43,100,16.98,CA,1683342033
320,enriquillo,17.9,-71.2333,25.81,86,15,4.16,DO,1683342103
321,passa quatro,-22.3903,-44.9667,16.04,97,60,0.46,BR,1683342103
322,revadanda,18.5503,72.9278,28.75,65,61,2.6,IN,1683342104
323,seminole,28.7086,-81.2081,23.54,76,80,3.04,US,1683342038
324,klaksvik,62.2266,-6.589,7.51,95,100,12.15,FO,1683342104
325,tanjung pandan,-2.75,107.65,29.64,71,91,3.52,ID,1683342105
326,camp flora,13.3508,122.6644,28.47,70,20,2.03,PH,1683342105
327,kletskaya,49.3145,43.0584,12.88,89,52,4.32,RU,1683342105
328,thompson,55.7435,-97.8558,13.09,44,20,3.09,CA,1683342106
329,klyuchi,52.2667,79.1667,19.13,26,88,3.71,RU,1683342052
330,vila do maio,15.1333,-23.2167,22.44,85,8,9.52,CV,1683342106
331,erdaojiang,41.7764,126.0319,18.11,30,48,5.75,CN,1683342106
332,shasta lake,40.6804,-122.3708,11.41,91,100,0.65,US,1683342107
333,sao paulo de olivenca,-3.3783,-68.8725,23.63,98,82,0.84,BR,1683342107
334,binji,13.2228,4.9096,30.12,37,36,3.55,NG,1683342107
335,darhan,49.4867,105.9228,10.18,33,0,1.33,MN,1683342107
336,ponta delgada,37.7333,-25.6667,17.4,94,75,6.17,PT,1683342108
337,al majaridah,19.1236,41.9111,29.61,52,3,0.37,SA,1683342108
338,gornyye klyuchi,45.25,133.5,15.54,30,4,5.5,RU,1683342108
339,tamanrasset,22.785,5.5228,24.95,11,0,6.17,DZ,1683342108
340,cockburn town,21.4612,-71.1419,26.82,79,6,7.15,TC,1683342109
341,vurnary,55.4904,46.9648,5.64,93,100,4.69,RU,1683342109
342,ventspils,57.3894,21.5606,-2.04,80,0,2.06,LV,1683341779
343,touros,-5.1989,-35.4608,28.1,77,3,7.95,BR,1683342054
344,princeville,45.7668,-61.2985,2.73,89,52,2.57,CA,1683342109
345,sitka,57.0531,-135.33,8.05,72,100,1.61,US,1683342110
346,djibouti,11.5,42.5,27.61,61,5,1.81,DJ,1683342110
347,abu zabad,12.35,29.25,28.67,19,43,2.53,SD,1683342110
348,tazacorte,28.629,-17.9293,20.54,86,0,8.75,ES,1683342110
349,san luis de la loma,17.2706,-100.8939,28.67,71,100,1.86,MX,1683342111
350,revda,56.801,59.9303,14.72,38,98,3.68,RU,1683342111
351,melekeok village,7.4957,134.6367,28.93,73,80,4.08,PW,1683342111
352,flying fish cove,-10.4217,105.6791,28.82,78,40,4.12,CX,1683342111
353,kerman,30.2832,57.0788,6.92,45,0,3.09,IR,1683342112
354,saldanha,-33.0117,17.9442,8.03,86,91,1.1,ZA,1683342112
355,reuleuet,5.2167,96.2833,30.04,69,75,1.25,ID,1683342112
356,nago,26.5881,127.9761,28.47,80,100,6.51,JP,1683342112
357,suhbaatar,50.2314,106.2078,11.29,31,6,1.68,MN,1683342113
358,banda aceh,5.5577,95.3222,29.45,70,94,4.82,ID,1683342113
359,bishkul,54.7803,69.1033,16.19,29,0,5.0,KZ,1683342113
360,amga,60.8953,131.9608,3.75,95,97,2.66,RU,1683342113
361,hirara,24.8,125.2833,28.15,83,75,7.2,JP,1683342114
362,kone,-21.0595,164.8658,24.76,78,95,3.59,NC,1683342114
363,east ballina,-28.8667,153.5833,24.89,57,0,3.7,AU,1683342114
364,caleta de carquin,-11.0925,-77.6267,22.41,83,55,3.38,PE,1683342114
365,selfoss,63.9331,-20.9971,4.47,86,100,2.98,IS,1683342114
366,slavyanka,42.8633,131.3847,14.17,39,100,4.96,RU,1683342115
367,laojunmiao,39.8333,97.7333,6.87,29,75,7.28,CN,1683342115
368,hasaki,35.7333,140.8333,27.38,64,12,15.48,JP,1683342115
369,altamira,-3.2033,-52.2064,22.31,99,43,0.89,BR,1683342063
370,yoloten,37.2989,62.3597,14.63,51,4,4.12,TM,1683342116
371,auki,-8.7676,160.7034,28.81,73,100,1.56,SB,1683342116
372,sayan,-11.1361,-77.1933,22.84,73,48,0.61,PE,1683342116
373,howrah,22.5892,88.3103,30.0,74,75,1.54,IN,1683342103
374,aasiaat,68.7098,-52.8699,-5.88,94,100,1.39,GL,1683342117
375,san lorenzo,-25.3333,-57.5333,17.55,100,75,2.24,PY,1683341930
376,mount darwin,-16.7725,31.5838,12.24,78,1,1.08,ZW,1683342117
377,salym,60.0625,71.4789,13.09,78,100,2.22,RU,1683342117
378,port douglas,-16.4833,145.4667,26.33,74,37,5.47,AU,1683342118
379,madalena,41.2162,-8.3345,16.37,87,100,1.08,PT,1683342118
380,deming,32.2687,-107.7586,20.43,13,0,7.91,US,1683342118
381,sao gabriel da cachoeira,-0.1303,-67.0892,24.09,89,90,0.91,BR,1683342118
382,chegdomyn,51.1167,133.0167,12.45,29,80,2.49,RU,1683342119
383,camabatela,-8.1881,15.375,17.03,99,100,0.87,AO,1683342119
384,quellon,-43.1167,-73.6167,11.14,100,100,0.0,CL,1683342119
385,bam,29.106,58.357,21.46,14,0,2.0,IR,1683342119
386,pindushi,62.9152,34.58,-1.09,70,100,2.82,RU,1683342120
387,pergamino,-33.89,-60.5736,14.54,96,100,7.2,AR,1683342096
388,terenozek,45.05,64.9833,15.73,18,100,11.1,KZ,1683342120
389,merrill,45.1805,-89.6835,11.56,87,100,0.45,US,1683342120
390,berezovyy,51.6667,135.7,13.72,34,91,1.03,RU,1683342120
391,adrar,20.5022,-10.0711,26.61,17,61,5.47,MR,1683342121
392,lerwick,60.1545,-1.1494,7.0,84,100,12.39,GB,1683342107
393,soro,21.2881,86.6858,33.18,48,47,1.61,IN,1683342121
394,liminka,64.8099,25.4155,1.14,70,0,2.06,FI,1683342121
395,luorong,24.4058,109.6086,30.47,70,63,5.45,CN,1683342122
396,bonthe,7.5264,-12.505,23.0,90,100,2.53,SL,1683342122
397,biritiba mirim,-23.5725,-46.0386,20.95,93,100,0.68,BR,1683342024
398,villavicencio,4.142,-73.6266,22.43,89,80,2.29,CO,1683342000
399,qamdo,31.1667,97.2333,6.55,34,44,3.63,CN,1683342123
400,luis correia,-2.8792,-41.6669,24.99,89,27,4.54,BR,1683342123
401,bazarnyye mataki,54.8833,49.9333,12.41,76,100,2.33,RU,1683342123
402,kloulklubed,7.0419,134.2556,28.73,71,99,4.4,PW,1683342124
403,al hudaydah,14.7978,42.9545,30.62,69,52,2.45,YE,1683342124
404,saint-felicien,48.6501,-72.4491,14.38,41,40,4.63,CA,1683342124
405,uttar char fasson,22.2332,90.7132,31.36,56,2,0.65,BD,1683342125
406,lhasa,29.65,91.1,10.88,39,44,2.78,CN,1683342125
407,imbituba,-28.24,-48.6703,21.62,96,99,1.06,BR,1683342080
408,swift current,50.2834,-107.8014,15.45,33,40,8.75,CA,1683342126
409,sur,22.5667,59.5289,28.24,55,25,3.63,OM,1683342126
410,vernon,50.2581,-119.2691,18.34,69,88,0.89,CA,1683342078
411,jingdezhen,29.2947,117.2079,20.41,96,100,2.0,CN,1683341972
412,kontcha,7.9667,12.2333,21.89,88,79,1.66,CM,1683342129
413,ar ruways,24.1103,52.7306,25.16,55,0,3.9,AE,1683342024
414,oak grove,45.4168,-122.6401,13.4,82,100,0.89,US,1683342049
415,nouadhibou,20.931,-17.0347,18.99,82,53,8.75,MR,1683342129
416,richards bay,-28.783,32.0377,19.14,94,54,3.35,ZA,1683342129
417,al hawatah,13.4167,34.6333,29.44,32,5,2.8,SD,1683342130
418,grand falls-windsor,48.9332,-55.6649,1.39,84,98,0.89,CA,1683342130
419,maqat,47.65,53.3167,16.22,19,100,2.44,KZ,1683342130
420,soe,-9.8607,124.284,25.81,64,50,2.98,ID,1683342130
421,gurupa,-1.405,-51.64,23.14,97,82,1.19,BR,1683342120
422,okha,53.5739,142.9478,3.53,61,94,2.06,RU,1683342131
423,la passe,45.5549,-0.8967,12.13,86,97,3.97,FR,1683342131
424,palembang,-2.9167,104.7458,25.05,94,40,1.54,ID,1683341941
425,maracacume,-2.0428,-45.9592,22.96,99,26,1.12,BR,1683342131
426,champerico,14.3,-91.9167,29.33,77,69,3.42,GT,1683342132
427,wynyard,-41.0,145.7167,11.66,51,22,3.67,AU,1683342132
428,wongsorejo,-7.9908,114.4009,29.5,73,93,3.31,ID,1683342132
429,nanning,22.8167,108.3167,31.25,63,47,3.69,CN,1683342132
430,port lincoln,-34.7333,135.8667,13.4,56,67,6.99,AU,1683342132
431,taguatinga,-12.3857,-46.5711,26.14,46,87,1.9,BR,1683342133
432,olyokminsk,60.3736,120.4264,7.83,78,97,6.3,RU,1683342133
433,port elizabeth,-33.918,25.5701,16.29,94,56,2.24,ZA,1683342064
434,pisco,-13.7,-76.2167,20.03,88,0,5.66,PE,1683342134
435,capitao poco,-1.7464,-47.0594,22.79,98,33,1.81,BR,1683342134
436,ghat,24.9647,10.1728,21.68,19,11,1.16,LY,1683342134
437,muang khong,14.1167,105.85,36.86,41,41,1.77,LA,1683342134
438,la cruz,23.9167,-106.9,26.64,44,100,5.02,MX,1683342135
439,kalmunai,7.4167,81.8167,27.33,75,100,1.28,LK,1683342135
440,puerto armuelles,8.2833,-82.8667,27.99,84,99,1.51,PA,1683342135
441,queenstown,-31.8976,26.8753,11.79,52,28,2.32,ZA,1683342135
442,pukchil-lodongjagu,40.2019,125.7483,15.66,77,99,1.37,KP,1683342135
443,winnemucca,40.973,-117.7357,7.03,76,75,8.75,US,1683342136
444,bargaal,11.2864,51.0773,29.41,74,21,1.03,SO,1683342092
445,bima,-8.4667,118.7167,30.05,61,95,2.78,ID,1683342136
446,taoudenni,22.6783,-3.9836,32.53,7,91,2.44,ML,1683342136
447,kemijarvi,66.7131,27.4306,-4.27,99,90,1.02,FI,1683342137
448,sechura,-5.5569,-80.8222,25.63,72,24,6.0,PE,1683342137
449,ascension,30.2169,-90.9001,25.15,88,8,2.6,US,1683342137
450,ankazoabo,-22.2833,44.5167,18.27,81,47,2.24,MG,1683342137
451,kununurra,-15.7667,128.7333,32.99,31,56,7.2,AU,1683342138
452,kertih,4.5141,103.4483,31.01,74,40,0.0,MY,1683342138
453,qarauyl,48.9451,79.255,14.84,33,61,4.33,KZ,1683342138
454,sao felix do xingu,-6.6447,-51.995,22.16,99,89,0.67,BR,1683342138
455,kavaratti,10.5669,72.642,28.69,67,45,3.39,IN,1683342139
456,labrador city,52.9463,-66.9114,6.95,53,0,4.63,CA,1683342139
457,egilsstadir,65.2653,-14.3948,4.95,75,0,2.06,IS,1683342139
458,daru,-9.0763,143.2092,26.35,91,100,6.14,PG,1683342119
459,mejit,10.2753,170.8646,27.37,79,52,7.57,MH,1683342139
460,weru,-6.711,108.5037,30.07,66,98,2.64,ID,1683342140
461,shortandy,51.7006,70.9994,16.87,26,6,1.22,KZ,1683342140
462,hadibu,12.65,54.0333,28.48,77,100,2.93,YE,1683342140
463,weno,7.4515,151.8468,28.39,77,99,3.76,FM,1683342140
464,freetown,8.484,-13.2299,25.84,89,20,2.06,SL,1683342141
465,aykhal,66.0,111.5,1.0,100,100,6.06,RU,1683342141
466,bengkulu,-3.8004,102.2655,28.56,72,100,1.13,ID,1683342141
467,seeb,23.6703,58.1891,27.81,65,0,1.03,OM,1683342141
468,mili,6.0815,171.735,27.93,81,50,5.42,MH,1683342141
469,dolbeau-mistassini,48.8763,-72.212,14.36,78,100,2.69,CA,1683342142
470,kolonia town,6.964,158.206,31.06,74,100,5.14,FM,1683342142
471,piton saint-leu,-21.2196,55.3151,21.06,78,20,2.06,RE,1683342142
472,lata,40.1629,-8.3327,13.37,95,100,0.98,PT,1683342142
473,bridgewater,44.3835,-64.5155,5.82,75,25,1.03,CA,1683342142
474,taroa,8.7058,171.2275,27.79,80,74,7.79,MH,1683342143
475,tavsanli,39.5424,29.4987,9.28,91,100,2.89,TR,1683342143
476,divnomorskoye,44.5011,38.1353,13.75,85,67,1.66,RU,1683342143
477,priozersk,61.0393,30.1291,1.73,79,25,2.65,RU,1683342143
478,bukama,-9.2,25.85,18.69,83,13,1.2,CD,1683342144
479,usogorsk,63.4106,48.6872,-0.54,92,100,4.43,RU,1683342144
480,wewak,-3.5534,143.6268,29.69,74,92,2.53,PG,1683342144
481,nar'yan-mar,67.6713,53.087,-4.92,91,96,3.41,RU,1683342120
482,harstad,68.799,16.5293,3.42,81,45,1.79,NO,1683342145
483,saint-philippe,-21.3585,55.7679,22.77,84,19,3.47,RE,1683342145
484,petropavlovka,50.6114,105.3196,11.61,29,5,2.87,RU,1683342145
485,inhambane,-23.865,35.3833,21.04,84,4,1.44,MZ,1683342146
486,iwanai,42.9744,140.5089,11.96,68,100,3.48,JP,1683342146
487,fortuna,40.5982,-124.1573,12.03,88,100,2.24,US,1683342118
488,fletcher,35.4307,-82.5012,14.17,78,0,2.06,US,1683342146
489,nova xavantina,-14.6667,-52.35,22.92,79,0,1.09,BR,1683342076
490,howard springs,-12.497,131.047,33.23,72,100,4.86,AU,1683342147
491,mittagong,-34.45,150.45,17.78,41,36,3.1,AU,1683342147
492,guiglo,6.5456,-7.4966,23.06,95,23,1.1,CI,1683342147
493,beira,-19.8436,34.8389,19.05,100,20,2.57,MZ,1683342147
494,abaza,52.655,90.0928,13.4,35,64,1.13,RU,1683342148
495,bol'sherech'ye,56.0925,74.6272,18.14,31,67,3.7,RU,1683342148
496,selkirk,50.1436,-96.8845,16.04,69,87,4.95,CA,1683342148
497,christchurch,-43.5333,172.6333,19.97,62,100,3.6,NZ,1683342130
498,prokop'yevsk,53.9059,86.719,12.65,37,85,3.44,RU,1683342149
499,nyaunglebin,17.95,96.7333,34.76,41,7,3.47,MM,1683342149
500,metahara,8.9,39.9167,21.84,73,44,2.28,ET,1683342149
501,bakchar,57.0186,82.0711,18.01,52,35,2.15,RU,1683342150
502,sumbe,-11.2061,13.8437,25.29,87,100,1.46,AO,1683342151
503,minas de marcona,-15.2119,-75.1103,15.18,87,84,5.69,PE,1683342151
504,villa mercedes,-33.6757,-65.4578,14.44,61,100,2.85,AR,1683341902
505,mizdah,31.4451,12.9801,13.6,68,0,1.2,LY,1683342152
506,sarupathar,26.1984,93.8094,27.38,68,0,1.79,IN,1683342152
507,lompoc,34.6391,-120.4579,14.45,86,20,2.57,US,1683342097
508,betio village,1.358,172.9211,32.02,77,83,5.68,KI,1683342152
509,zhongshu,24.5167,103.7667,27.74,33,10,5.9,CN,1683342153
510,kismayo,-0.3582,42.5454,26.24,81,31,3.69,SO,1683342153
511,salmas,38.1973,44.7653,12.89,40,3,1.5,IR,1683342153
512,turbat,26.0023,63.044,28.07,48,0,0.75,PK,1683342000
513,scottsboro,34.6723,-86.0341,15.61,100,100,0.0,US,1683342154
514,camana,-16.6228,-72.7111,19.39,89,71,3.62,PE,1683342154
515,castillos,-34.1667,-53.8333,18.14,76,100,5.71,UY,1683342154
516,whakatane,-37.9585,176.9854,20.28,89,100,2.68,NZ,1683342155
517,darwin,-12.4611,130.8418,33.27,58,75,5.14,AU,1683342003
518,poronaysk,49.2167,143.1167,7.2,49,54,2.9,RU,1683342155
519,parras de la fuente,25.4167,-102.1833,25.05,18,100,0.74,MX,1683342038
520,dampit,-8.2116,112.7493,27.25,77,86,2.1,ID,1683342155
521,warmbad,-28.45,18.7333,17.36,28,96,0.41,NA,1683342156
522,tisul',55.7611,88.3122,15.36,46,80,6.38,RU,1683342156
523,tsiombe,-25.3,45.4833,19.39,83,34,1.48,MG,1683342156
524,rikaze,29.25,88.8833,9.61,29,0,0.78,CN,1683342156
525,tlahualilo de zaragoza,26.1167,-103.45,27.67,18,92,1.11,MX,1683342156
526,muikamachi,37.0667,138.8833,20.58,57,100,2.88,JP,1683342157
527,menaka,15.9182,2.4022,30.28,32,31,2.8,ML,1683342157
528,seaside,36.6111,-121.8516,13.97,82,100,1.34,US,1683342157
529,atafu village,-8.5421,-172.5159,29.31,72,44,5.61,TK,1683342157
530,dhidhdhoo,6.8833,73.1,29.0,72,100,5.53,MV,1683342157
531,fortaleza,-3.7227,-38.5247,27.07,83,20,2.57,BR,1683342032
532,namsos,64.4662,11.4957,3.03,69,100,5.66,NO,1683342158
533,wuchuan,21.4571,110.7659,29.3,79,71,5.94,CN,1683342158
534,cootamundra,-34.65,148.0333,16.08,55,75,2.98,AU,1683342158
535,winslow,35.0242,-110.6974,14.1,24,0,4.12,US,1683342100
536,selebi-phikwe,-21.979,27.8498,15.91,54,0,2.3,BW,1683342159
537,woolgoolga,-30.1106,153.2007,24.47,42,0,4.03,AU,1683342159
538,rondonopolis,-16.4708,-54.6356,22.69,67,11,0.37,BR,1683341922
539,kapuskasing,49.4169,-82.4331,10.05,61,20,0.51,CA,1683342061
540,choyr,46.3611,108.3611,8.57,26,100,6.12,MN,1683342159
541,conceicao da barra,-18.5933,-39.7322,22.27,88,27,2.07,BR,1683342160
542,ankazobe,-18.3167,47.1167,12.86,95,0,1.58,MG,1683342160
543,okhotsk,59.3833,143.3,4.87,70,26,1.41,RU,1683342160
544,ad dana,36.2125,36.7698,16.29,69,95,2.4,SY,1683342160
545,hobyo,5.3505,48.5268,27.82,78,100,8.4,SO,1683342160
546,lihue,21.9789,-159.3672,27.58,71,19,5.39,US,1683342019
547,severo-yeniseyskiy,60.3725,93.0408,1.16,79,91,4.62,RU,1683342161
548,sao joao da barra,-21.6403,-41.0511,23.11,84,14,2.05,BR,1683342161
549,kudat,6.8837,116.8477,27.96,89,40,1.54,MY,1683342161
550,strugi-krasnyye,58.2675,29.1114,-2.92,78,12,1.94,RU,1683342162
551,obo,5.3998,26.4869,19.92,78,7,1.59,CF,1683342162
552,trairi,-3.2778,-39.2689,24.33,88,8,3.05,BR,1683342134
553,bage,-31.3314,-54.1069,18.41,96,100,5.49,BR,1683341960
554,ad dilam,23.9915,47.1627,24.23,20,6,2.61,SA,1683342162
555,kattivakkam,13.2167,80.3167,29.05,84,100,2.36,IN,1683342163
556,korsakov,46.6328,142.7813,8.91,61,35,3.6,RU,1683342163
557,vilyuysk,63.7553,121.6247,1.69,99,100,4.28,RU,1683342163
558,usakos,-22.0,15.6,20.78,41,0,1.83,NA,1683342163
559,arkhipo-osipovka,44.37,38.52,13.0,88,28,2.4,RU,1683342163
560,tayoltita,24.0833,-105.9333,21.59,38,77,1.51,MX,1683342164
561,la sarre,48.8002,-79.1996,9.94,60,97,0.38,CA,1683342131
562,'anat al qadimah,34.4659,41.9331,22.55,14,11,2.33,IQ,1683342164
563,penzance,50.1186,-5.5371,12.38,98,100,4.02,GB,1683342164
564,xylokastro,38.0776,22.6317,17.22,58,95,1.34,GR,1683342164
565,al ghayzah,16.2079,52.176,30.02,25,100,2.57,YE,1683342165
566,soio,-6.1349,12.3689,24.67,86,97,1.61,AO,1683342165
567,mana,5.6592,-53.7767,25.3,89,98,3.81,GF,1683342165
568,buka,40.8108,69.1986,15.8,44,100,5.09,UZ,1683342165
569,scarborough,54.2797,-0.4044,9.81,92,52,1.72,GB,1683342166
570,plastun,44.7561,136.2939,9.95,53,23,3.6,RU,1683342166
571,mata-utu,-13.2816,-176.1745,28.81,73,8,3.46,WF,1683342166
572,nishinoomote,30.7333,131.0,22.31,94,75,7.2,JP,1683342167
573,arraial do cabo,-22.9661,-42.0278,23.55,81,6,3.32,BR,1683342156
574,pariaman,-0.619,100.12,29.03,97,100,3.7,ID,1683342167
575,amahai,-3.3333,128.9167,29.49,68,65,2.89,ID,1683342167
576,huadian,42.9633,126.7478,17.29,33,76,4.89,CN,1683341916
577,varzea alegre,-5.35,-40.3833,21.3,88,13,1.84,BR,1683342167
578,wanning,18.8003,110.3967,31.25,69,6,7.53,CN,1683342168
579,markaz-e hukumat-e darweshan,31.1323,64.1934,22.76,17,0,6.93,AF,1683342168
580,oltinko'l,40.8011,72.1634,18.2,19,59,2.63,UZ,1683342168
581,chibougamau,49.9168,-74.3659,9.79,53,0,2.06,CA,1683342168
582,dzilam gonzalez,21.2833,-88.9333,27.47,62,30,3.39,MX,1683342169
583,mugia,43.1041,-9.2179,15.65,93,96,6.89,ES,1683342169
584,beloyarskiy,63.7119,66.6722,3.96,90,100,1.46,RU,1683342169
585,nantucket,41.2835,-70.0995,8.32,67,53,4.71,US,1683342046
586,lexington,37.9887,-84.4777,18.0,47,0,3.6,US,1683341875
587,helena,46.5927,-112.0361,13.33,71,100,0.45,US,1683341946
588,mogadishu,2.0371,45.3438,27.1,80,9,7.07,SO,1683342170
589,ingeniero jacobacci,-41.3427,-69.5448,9.88,54,20,1.52,AR,1683342170
590,bella vista,36.4295,-94.2316,19.45,90,20,5.14,US,1683342170
591,liberal,37.0431,-100.921,20.58,26,0,5.66,US,1683342170
592,san pedro de macoris,18.4616,-69.2972,25.34,82,0,3.29,DO,1683341899
593,al wajh,26.2455,36.4525,23.97,64,0,2.06,SA,1683342171
594,yerofey pavlovich,53.9667,121.9667,12.13,30,68,1.74,RU,1683342171
595,port moresby,-9.4431,147.1797,31.68,70,40,2.57,PG,1683342171
